AccX,AccY,GyroZ,Class,DiffAccX,DiffAccY
0.35154867,-0.63921416,-0.010461068,NORMAL,0.09041833999999999,-1.11347526
-0.63067853,-0.018778443,-0.028176159,NORMAL,-0.9822272,0.620435717
-0.030500889,0.30376703,-0.03611741,NORMAL,0.6001776409999999,0.32254547299999997
-1.289685,-0.115615636,-0.022678372,NORMAL,-1.259184111,-0.41938266599999996
-0.30338907,-0.110931456,-0.07460192,NORMAL,0.98629593,0.004684179999999996
0.609426,0.66215885,-0.11797335,NORMAL,0.91281507,0.773090306
1.2453699,0.24906662,-0.11552989,NORMAL,0.6359439,-0.41309222999999995
-0.56093645,-0.30215263,-0.09292787,NORMAL,-1.80630635,-0.5512192499999999
-0.3489778,-0.13491347,-0.04100433,NORMAL,0.21195865000000003,0.16723915999999997
-0.9998747,0.10331097,0.03718642,NORMAL,-0.6508969,0.23822444
-0.37709296,-0.07718876,0.025579982,NORMAL,0.62278174,-0.18049973
0.1658454,1.0683217,0.0182496,NORMAL,0.54293836,1.1455104600000001
-0.50528693,-0.502498,0.018860465,NORMAL,-0.67113233,-1.5708197
0.54552734,0.3603191,0.05062546,NORMAL,1.05081427,0.8628171
0.56569004,0.19770347,0.0603993,NORMAL,0.020162699999999978,-0.16261563
-0.19473088,0.060111776,0.093386024,NORMAL,-0.7604209200000001,-0.137591694
-0.89525217,0.8138418,0.11537717,NORMAL,-0.70052129,0.753730024
-1.1076754,0.102330625,0.0463494,NORMAL,-0.21242322999999996,-0.7115111749999999
-0.16928744,-0.64861035,0.097662084,NORMAL,0.93838796,-0.750940975
-0.36941272,-1.0454613,0.058566704,NORMAL,-0.20012528000000002,-0.3968509499999999
-0.18624103,0.15898281,0.03596469,NORMAL,0.18317169000000003,1.2044441099999998
0.5912616,1.1605201,0.029245174,NORMAL,0.7775026300000001,1.0015372900000001
0.30055654,0.8744776,0.015195273,NORMAL,-0.29070506000000007,-0.2860425000000001
0.5082655,0.84723324,0.05673411,NORMAL,0.20770896000000005,-0.027244359999999967
0.46527594,0.9880246,-0.025121834,NORMAL,-0.04298956000000004,0.14079136000000003
1.6348356,0.8233796,0.0011453723,NORMAL,1.16955966,-0.16464500000000004
0.27278423,-0.86840117,0.007254025,NORMAL,-1.3620513699999999,-1.6917807699999998
0.14330971,0.3106379,0.012751812,NORMAL,-0.12947452,1.17903907
0.22151637,-0.1322175,0.070173144,NORMAL,0.07820665999999998,-0.4428554
-0.87528354,-1.0349618,0.03352123,NORMAL,-1.0967999099999999,-0.9027443
-0.52453035,-0.3676846,0.027412578,NORMAL,0.35075318999999994,0.6672772
-1.1108165,-0.2950815,0.04512767,NORMAL,-0.5862861500000001,0.07260309999999998
0.11844677,0.29510713,0.083001316,NORMAL,1.2292632700000001,0.59018863
-0.94268507,-0.82256925,-0.0037415496,NORMAL,-1.06113184,-1.11767638
0.94948334,-0.252551,0.056123246,NORMAL,1.89216841,0.57001825
-0.82633543,-2.0553443,0.04757113,NORMAL,-1.7758187699999999,-1.8027932999999998
-0.44769895,-0.23048991,0.0035888334,NORMAL,0.37863648,1.8248543899999998
-0.5651398,0.64710504,-0.023289237,NORMAL,-0.11744084999999999,0.87759495
0.024288774,-0.37834877,-0.06421721,NORMAL,0.5894285739999999,-1.0254538100000001
-0.8651426,-0.38633198,0.017027868,NORMAL,-0.8894313739999999,-0.007983210000000018
0.6980934,0.26479465,-0.08987355,NORMAL,1.5632359999999998,0.65112663
0.40509462,-0.8195543,-0.11980595,NORMAL,-0.29299877999999996,-1.0843489499999999
0.21581864,0.22475779,-0.22059871,NORMAL,-0.18927598,1.04431209
0.7551739,1.2963527,-0.070936725,NORMAL,0.53935526,1.07159491
-0.21097851,1.525346,-0.091095276,NORMAL,-0.96615241,0.22899330000000018
-0.114616156,0.07744706,-0.036728274,NORMAL,0.09636235400000001,-1.4478989400000002
0.3717258,0.83368415,-0.014126259,NORMAL,0.48634195599999996,0.75623709
-1.2199274,-0.11093432,0.034132097,NORMAL,-1.5916532,-0.94461847
-0.56600654,1.1734192,-0.0031306844,NORMAL,0.65392086,1.28435352
-0.49220324,0.49415994,0.046960264,NORMAL,0.07380329999999996,-0.67925926
-0.4524958,0.18226802,-0.0129045285,NORMAL,0.03970743999999998,-0.31189192
-0.03872633,1.104155,-0.0012980887,NORMAL,0.41376947,0.92188698
0.5362265,-0.55118215,-0.09231701,NORMAL,0.5749528300000001,-1.65533715
1.5162001,-0.6167873,-0.17478381,NORMAL,0.9799736,-0.06560515
1.1926036,-0.30191213,-0.0092393365,NORMAL,-0.32359650000000006,0.31487517000000004
-0.111887455,-0.46296084,0.05673411,NORMAL,-1.304491055,-0.16104870999999998
-0.7728926,-0.437751,0.049403727,NORMAL,-0.6610051450000001,0.025209839999999983
-1.6802438,-0.9497519,0.053679783,NORMAL,-0.9073511999999999,-0.5120009
-0.43703926,-0.30933052,0.017027868,NORMAL,1.24320454,0.64042138
0.025582075,0.39271176,0.037797287,NORMAL,0.46262133499999997,0.70204228
-0.041906357,0.7844308,0.022525655,NORMAL,-0.067488432,0.39171903999999996
-0.44848144,0.6266706,-0.039171733,NORMAL,-0.406575083,-0.15776020000000002
0.3257618,0.28647316,-0.025732698,NORMAL,0.77424324,-0.34019743999999996
0.21991014,0.44876638,-0.017180584,NORMAL,-0.10585165999999999,0.16229322000000002
-0.7502197,-0.25288218,-0.050778173,NORMAL,-0.97012984,-0.70164856
0.45788026,-0.13255823,-0.14851661,NORMAL,1.20809996,0.12032395000000001
-0.86898947,-0.39067304,-0.10086913,NORMAL,-1.32686973,-0.25811481000000003
-0.1644237,0.11209062,-0.072158456,NORMAL,0.7045657700000001,0.5027636600000001
0.12945437,-0.2682078,-0.06666067,NORMAL,0.29387807,-0.38029842
0.8975003,0.10565305,-0.05749769,NORMAL,0.76804593,0.37386085
-0.11232734,0.08000988,-0.038560867,NORMAL,-1.0098276400000001,-0.025643169999999993
0.36923146,0.13370782,0.0023671028,NORMAL,0.4815588,0.05369794
-0.04753065,-0.90254694,-0.03611741,NORMAL,-0.41676211,-1.03625476
-1.434068,-0.23500597,0.014584408,NORMAL,-1.38653735,0.66754097
-0.719424,-0.31265676,0.036575556,NORMAL,0.714644,-0.07765078999999997
-0.02423501,0.7194964,0.037797287,NORMAL,0.6951889899999999,1.03215316
-2.003489,-1.4315805,0.026190847,NORMAL,-1.9792539900000001,-2.1510769
0.59080505,-0.81345344,0.01947133,NORMAL,2.5942940500000002,0.61812706
-0.38942766,-0.8579493,0.051236324,NORMAL,-0.9802327100000001,-0.044495860000000054
-1.1717485,-1.6960604,0.093386024,NORMAL,-0.7823208400000001,-0.8381110999999999
-0.93708,-0.89317477,0.17402023,NORMAL,0.23466850000000006,0.8028856299999999
-2.6852078,-0.235533,0.14164437,NORMAL,-1.7481278000000002,0.65764177
-2.099313,-0.9967143,0.20578523,NORMAL,0.5858948000000002,-0.7611813000000001
-2.6120398,-0.025721729,0.12454015,NORMAL,-0.5127267999999998,0.970992571
-0.7398677,1.3327417,0.11110111,NORMAL,1.8721720999999998,1.358463429
-1.1883842,-1.438625,0.070173144,NORMAL,-0.4485165,-2.7713666999999997
-1.26089,-0.1453346,0.04085161,NORMAL,-0.07250580000000006,1.2932904
0.3511001,0.10805577,-0.0031306844,NORMAL,1.6119901,0.25339037
-0.4742744,-1.3817658,0.041462477,NORMAL,-0.8253745,-1.48982157
0.26002562,2.7709599,-0.022067508,NORMAL,0.73430002,4.1527256999999995
0.43747294,-0.53117573,0.013362677,NORMAL,0.17744731999999996,-3.3021356299999995
1.1599375,-0.07919885,0.041462477,NORMAL,0.7224645600000001,0.45197687999999997
-0.0811069,-1.4759502,0.034132097,NORMAL,-1.2410444,-1.39675135
-1.1152251,0.61241245,0.04024075,NORMAL,-1.0341182,2.08836265
0.06557977,-0.18764496,0.053679783,NORMAL,1.18080487,-0.80005741
-1.1231012,-0.59272027,-0.0025198192,NORMAL,-1.18868097,-0.4050753100000001
1.0234836,0.9024394,0.0017562376,NORMAL,2.1465848000000003,1.49515967
0.005556345,-0.07067929,0.02985604,NORMAL,-1.017927255,-0.97311869
0.0123307705,0.048851274,-0.0019089539,NORMAL,0.0067744254999999995,0.119530564
-0.07141042,0.2701403,0.0011453723,NORMAL,-0.0837411905,0.221289026
0.73912287,0.43837807,0.02313652,NORMAL,0.81053329,0.16823777
0.12841725,-0.80596346,-0.01779145,NORMAL,-0.61070562,-1.24434153
-0.38435006,-0.7979759,0.027412578,NORMAL,-0.51276731,0.007987560000000005
0.56799436,-0.7635671,0.008475755,NORMAL,0.95234442,0.034408799999999906
-0.30801678,0.29713914,0.0139735425,NORMAL,-0.87601114,1.06070624
-0.07703292,-0.29111025,0.0182496,NORMAL,0.23098385999999999,-0.5882493900000001
-0.36783028,-0.111059666,-0.050167307,NORMAL,-0.29079736,0.180050584
0.62327254,-0.26485637,-0.0031306844,NORMAL,0.99110282,-0.153796704
0.073449254,-0.7440124,-0.032452215,NORMAL,-0.549823286,-0.47915603
0.4740256,0.541974,0.01947133,NORMAL,0.40057634599999997,1.2859864
-0.11017203,-0.6860788,-0.028176159,NORMAL,-0.58419763,-1.2280528
0.30949104,0.32975072,-0.013515393,NORMAL,0.41966307,1.01582952
-1.0162668,-0.20013869,-0.022678372,NORMAL,-1.3257578399999999,-0.52988941
0.90842676,-0.35964292,-0.04772385,NORMAL,1.92469356,-0.15950422999999997
-0.099675655,-0.04836425,0.007254025,NORMAL,-1.008102415,0.31127867
-0.1801846,-0.3898878,-0.0067958757,NORMAL,-0.080508945,-0.34152355
-1.9070683,-1.6033976,0.018860465,NORMAL,-1.7268837,-1.2135098000000002
-0.510329,-0.7576237,0.017027868,NORMAL,1.3967393,0.8457739000000001
-0.25521362,-0.012183666,0.17707457,NORMAL,0.25511538000000006,0.745440034
-0.25381076,0.79616594,0.07078401,NORMAL,0.0014028599999999503,0.8083496059999999
-0.376352,-0.76224595,0.12148582,NORMAL,-0.12254124,-1.55841189
-0.9957027,-0.8332688,0.123929285,NORMAL,-0.6193507,-0.07102285000000008
-0.27757055,-1.2646041,0.10865766,NORMAL,0.71813215,-0.43133529999999987
-0.29910886,0.5342967,0.14469871,NORMAL,-0.02153830999999995,1.7989007999999997
0.34876406,0.3460778,0.14469871,NORMAL,0.64787292,-0.18821889999999997
-0.6136386,0.20602992,0.21800253,NORMAL,-0.96240266,-0.14004787999999999
0.22911942,1.1469812,0.0322995,NORMAL,0.84275802,0.94095128
1.1726547,-0.108105354,0.07383834,NORMAL,0.9435352800000001,-1.255086554
-0.3546877,-0.5180464,0.13675746,NORMAL,-1.5273424,-0.40994104600000003
-0.3210932,-0.75217336,0.025579982,NORMAL,0.03359449999999997,-0.23412696
0.21408367,-0.5882675,0.021303926,NORMAL,0.53517687,0.16390585999999996
0.6286851,0.04788199,0.00786489,NORMAL,0.41460143,0.6361494900000001
0.1085875,-0.61211646,0.0035888334,NORMAL,-0.5200975999999999,-0.65999845
0.5604267,-1.2272356,-0.023289237,NORMAL,0.45183920000000005,-0.61511914
-1.0127023,-0.47161663,0.03596469,NORMAL,-1.573129,0.75561897
-0.043752074,-0.022560418,0.029245174,NORMAL,0.9689502259999999,0.449056212
-1.0208405,-0.3660627,0.0011453723,NORMAL,-0.977088426,-0.343502282
0.16000628,0.6783377,-7.6358156e-05,NORMAL,1.18084678,1.0444004
-0.018686056,0.32031968,0.028634308,NORMAL,-0.178692336,-0.35801802000000005
0.12359834,0.401303,0.04879286,NORMAL,0.142284396,0.08098332000000003
0.20924437,-0.30007708,0.045738537,NORMAL,0.08564603000000001,-0.7013800800000001
0.432822,0.4263416,-0.023289237,NORMAL,0.22357762999999997,0.72641868
-0.22298932,-0.22828063,-0.027565295,NORMAL,-0.65581132,-0.65462223
-0.674546,-0.60552186,-0.036728274,NORMAL,-0.45155668,-0.37724123
0.98295546,0.31632358,-0.014737124,NORMAL,1.65750146,0.92184544
0.22900033,0.7271996,0.005421429,NORMAL,-0.75395513,0.41087601999999995
-1.3153015,-0.94403034,0.007254025,NORMAL,-1.54430183,-1.67122994
-0.39384413,0.2904355,0.1184315,NORMAL,0.9214573699999999,1.23446584
-0.42821503,-0.40514922,0.042073343,NORMAL,-0.03437089999999998,-0.69558472
0.5629624,1.0313348,0.00908662,NORMAL,0.99117743,1.43648402
-0.31487644,-0.22420272,-0.036728274,NORMAL,-0.8778388399999999,-1.25553752
0.076051235,-1.4867306,0.0048105638,NORMAL,0.390927675,-1.26252788
-0.33166504,0.31223968,0.03596469,NORMAL,-0.407716275,1.79897028
0.11739051,-0.10811675,-0.031841353,NORMAL,0.44905555,-0.42035643
0.40198743,-0.48926717,0.077503525,NORMAL,0.28459692,-0.38115042
0.10857141,-0.013837535,0.0035888334,NORMAL,-0.29341602,0.47542963499999996
0.20090139,-0.10922946,-0.019624045,NORMAL,0.09232998000000002,-0.095391925
0.789613,0.71779513,-0.011682798,NORMAL,0.58871161,0.82702459
-0.83912826,0.30953357,0.017027868,NORMAL,-1.62874126,-0.40826155999999997
-0.085796356,-0.73327476,-0.0055741454,NORMAL,0.7533319039999999,-1.04280833
-0.5636817,-1.1530536,0.037797287,NORMAL,-0.47788534399999993,-0.41977884
-0.674605,-0.3781833,0.02069306,NORMAL,-0.11092330000000006,0.7748703
0.7489872,0.7775284,0.04024075,NORMAL,1.4235921999999999,1.1557117
-1.0490661,-0.8120072,0.03718642,NORMAL,-1.7980532999999999,-1.5895356
-0.6071586,2.0007071,0.04757113,NORMAL,0.4419074999999999,2.8127143
-0.6309858,-0.10072729,0.09644035,NORMAL,-0.02382720000000005,-2.10143439
-0.23300362,-1.0755312,0.06650795,NORMAL,0.3979821800000001,-0.9748039099999999
-0.038929224,-0.6663336,0.04268421,NORMAL,0.19407439599999998,0.40919759999999994
0.14722526,0.69420284,0.053679783,NORMAL,0.186154484,1.36053644
1.3341161,-0.1415723,0.0603993,NORMAL,1.18689084,-0.83577514
0.5215554,0.13940394,0.061010167,NORMAL,-0.8125606999999999,0.28097624
